Intermédiaire;Date envoi de la commande;MEN#;PO#;N° Lot;Fournisseur;OP/Client/Appro;Acompte;Alerte;Etat de la commande;Payé ?;"Nombre de mois 
(de la commande à la livraison)";Artwork;REF;Désignation;Quantité;PU;Prix / référence;Total prix commande;Frais supp;Total prix sur facture ;PCB;Volume m3  PCB;Volume m3 réfernce total;Volume m3 commande;"Matière
(MAT)";"Semi-production
(SP)";"Echantillon de
conformité";"Production
(BAT)";Date inspection;Rapport d'inspection;"Réception
(RECEP)";"Non-conformité
(NCR)";ETD confirmé;"Retard 
(jours)";ETD réel;ETA;Date de livraison;Lieu de livraison;N° BL;N° Conteneur;N° Facture;Transport ;Transitaire;Colis/pièces manquantes
TB CHINA;2025-07-25;25062;162322.0;2507091518;HONGXING; /;Aucun; /;Livrée le 06/01/2026;2025-12-02 00:00:00;5;Aucun;31930010;CAFE DROP GREY WOOD;9600.0;0.182;1747.2;36158.520000000004;;36158.520000000004;240.0;0.021060000000000002;0.8424;20.295068124999997;Conforme;Conforme;Validé;Conforme;2025-10-16 00:00:00;OK 4945056.00-22;;;2025-10-15 00:00:00;16;2025-10-31 00:00:00;2025-12-15 00:00:00;2026-01-06 08:00:00;POMMIER;SZSE2511783;SLEU2478628;20251024-2;APL CHANGI;QUALITAIRSEA;
TB CHINA;2025-07-25;25062;162322.0;2507091518;HONGXING; /;Aucun; /;Livrée le 06/01/2026;2025-12-02 00:00:00;5;Aucun;32070004;CAFE OPEN DECOR CARREAU DE CIMENT CARREFOUR HOME;12720.0;0.208;2645.7599999999998;36158.520000000004;;36158.520000000004;240.0;0.02075625;1.1000812500000001;20.295068124999997;Conforme;Non reçu;Validé;Conforme;2025-10-13 00:00:00;OK 4945056.00-11;;;2025-10-15 00:00:00;16;2025-10-31 00:00:00;2025-12-15 00:00:00;2026-01-06 08:00:00;POMMIER;SZSE2511783;SLEU2478628;20251024-2;APL CHANGI;QUALITAIRSEA;
TB CHINA;2025-07-25;25062;162322.0;2507091518;HONGXING; /;Aucun; /;Livrée le 06/01/2026;2025-12-02 00:00:00;5;Aucun;32070024;CAFE OPEN DECOR POIS NOIR 6C CARREFOUR HOME;6480.0;0.213;1380.24;36158.520000000004;;36158.520000000004;240.0;0.00468;0.12636;20.295068124999997;Conforme;Non reçu;Validé;Conforme;2025-10-16 00:00:00;OK 4945056.00-23;;;2025-10-15 00:00:00;16;2025-10-31 00:00:00;2025-12-15 00:00:00;2026-01-06 08:00:00;POMMIER;SZSE2511783;SLEU2478628;20251024-2;APL CHANGI;QUALITAIRSEA;
TB CHINA;2025-07-25;25062;162322.0;2507091518;HONGXING; /;Aucun; /;Livrée le 06/01/2026;2025-12-02 00:00:00;5;Aucun;32070035;CUILLERE OPEN DECOR POIS ROUGE 3517C TB COLLECTION;1200.0;0.249;298.8;36158.520000000004;;36158.520000000004;240.0;0.030318750000000002;0.15159375;20.295068124999997;Conforme;Non reçu;Validé;Conforme;2025-10-17 00:00:00;OK 4945056.00-25;;;2025-10-15 00:00:00;16;2025-10-31 00:00:00;2025-12-15 00:00:00;2026-01-06 08:00:00;POMMIER;SZSE2511783;SLEU2478628;20251024-2;APL CHANGI;QUALITAIRSEA;
TB CHINA;2025-07-25;25062;162322.0;2507091518;HONGXING; /;Aucun; /;Livrée le 06/01/2026;2025-12-02 00:00:00;5;Aucun;32070036;CAFE OPEN DECOR POIS ROUGE 3517C TB COLLECTION;1680.0;0.213;357.84;36158.520000000004;;36158.520000000004;240.0;0.016800000000000002;0.11760000000000001;20.295068124999997;Conforme;Non reçu;Validé;Conforme;2025-10-16 00:00:00;OK 4945056.00-24;;;2025-10-15 00:00:00;16;2025-10-31 00:00:00;2025-12-15 00:00:00;2026-01-06 08:00:00;POMMIER;SZSE2511783;SLEU2478628;20251024-2;APL CHANGI;QUALITAIRSEA;
TB CHINA;2025-07-25;25062;162322.0;2507091518;HONGXING; /;Aucun; /;Livrée le 06/01/2026;2025-12-02 00:00:00;5;Aucun;32210016;CAFE OPEN UNI COLOR BEIGE 7529C CARREFOUR HOME;16320.0;0.17;2774.4;36158.520000000004;;36158.520000000004;240.0;0.023142;1.573656;20.295068124999997;Conforme;Non reçu;Validé;Conforme;2025-10-13 00:00:00;OK 4945056.00-8;;;2025-10-15 00:00:00;16;2025-10-31 00:00:00;2025-12-15 00:00:00;2026-01-06 08:00:00;POMMIER;SZSE2511783;SLEU2478628;20251024-2;APL CHANGI;QUALITAIRSEA;
TB CHINA;2025-07-25;25062;162322.0;2507091518;HONGXING; /;Aucun; /;Livrée le 13/02/2026;2025-12-23 00:00:00;6;Aucun;21520006;CAFE LAGUIOLE INTUITION BRILLANT + GENCOD;12000.0;0.217;2604;36158.520000000004;;36158.520000000004;240.0;0.018314999999999998;0.9157499999999998;20.295068124999997;Conforme;Aucune;Validé;Conforme;2025-10-15 00:00:00;OK 4945056.00-18;;;2025-10-15 00:00:00;58;2025-12-12 00:00:00;2026-02-07 00:00:00;2026-02-13 07:00:00;POMMIER;SZSE2513528;BEAU4091177;20251204-3;CMA CGM SCANDOLA;QUALITAIRSEA;
TB CHINA;2025-07-25;25062;162322.0;2507091518;HONGXING; /;Aucun; /;Livrée le 16/02/2026;2026-01-19 00:00:00;6;Envoyé;21970001;M24 GRAPHITE SATINE BOITE TB COLLECTION;1200.0;4.58;5496;36158.520000000004;;36158.520000000004;3.0;0.013701999999999999;5.4807999999999995;20.295068124999997;Conforme;Aucune;Validé;Conforme;2025-10-24 00:00:00;OK 4946165.00-11;Conforme;Aucune;2025-10-15 00:00:00;58;2025-12-12 00:00:00;2026-02-07 00:00:00;2026-02-16 08:00:00;POMMIER;SZSE2513336;SGRU2236795;20251204-1A;CMA CGM SCANDOLA;QUALITAIRSEA;
TB CHINA;2025-08-12;25068;163698.0;2508111334;HONGXING;POLYFLAME;Aucun; /;Livrée le 23/01/2026;2026-01-19 00:00:00;5;Envoyé;10110030;LAG HERITAGE COFFRET 6PCS TOUT INOX POLYFLAME;2004.0;2.3;4609.2;9919.8;;9919.8;6.0;0.0;0.0;0.0;Conforme;Aucune;Validé;Conforme;2025-12-06 00:00:00;OK 4947566.00-32;Aucune;Aucune;2025-11-25 00:00:00;;2025-12-20 00:00:00;2026-01-18 00:00:00;2026-01-23 00:00:00;POMMIER;CLSE25120034;ECMU5122415;20251211-1;CMA CGM LOUVRE;COSMOS;
TB CHINA;2025-08-12;25068;163698.0;2508111334;HONGXING;POLYFLAME;Aucun; /;Livrée le 23/01/2026;2026-01-19 00:00:00;5;Envoyé;20110043;LAG HERITAGE MÉNAGÈRE  ARABESQUE 16PCS POLYFLAME;564.0;5.3;2989.2;9919.8;;9919.8;6.0;0.0;0.0;0.0;Conforme;Aucune;Validé;Conforme;2025-12-06 00:00:00;OK 4947566.00-33;Aucune;Aucune;2025-11-25 00:00:00;;2025-12-20 00:00:00;2026-01-18 00:00:00;2026-01-23 00:00:00;POMMIER;CLSE25120034;ECMU5122415;20251211-1;CMA CGM LOUVRE;COSMOS;
TB CHINA;2025-08-12;25068;163698.0;2508111334;HONGXING;POLYFLAME;Aucun; /;Livrée le 18/02/2026;2026-01-19 00:00:00;6;Envoyé;20110043;LAG HERITAGE MÉNAGÈRE  ARABESQUE 16PCS POLYFLAME;438.0;5.3;2321.4;9919.8;;9919.8;6.0;0.0;0.0;0.0;Conforme;Aucune;Validé;Conforme;2025-12-06 00:00:00;OK 4947566.00-33;Aucune;Aucune;2025-11-25 00:00:00;;2026-01-07 00:00:00;2026-02-08 00:00:00;2026-02-18 00:00:00;POLYFLAME;CLSE26010023;CMAU4425815;20251211-1A;CMA CGM CONCORDE;COSMOS;
TB CHINA;2025-08-12;25072;163700.0;2508111406;DIAMOND TRACK;POLYFLAME;Aucun; /;Livrée le 05/01/2026;2025-12-23 00:00:00;4;Envoyé;60110002;LAG HERITAGE TIRE-BOUCHON BOIS D'OLIVIER POLYFLAME;2040.0;4.2;8568;8568;;8568;60.0;0.0;0.0;0.0;Aucune;Conforme;Validé;Conforme;2025-11-18 00:00:00;OK 4947566.00-4;;;2025-10-10 00:00:00;51;2025-11-30 00:00:00;2025-12-31 00:00:00;2026-01-05 00:00:00;POLYFLAME;CLSE25110040;SGRU2235947;2025H1117;CMA CGM RIVOLI;COSMOS;
TB CHINA;2025-08-12;25070;163701.0;2508111409;SCIKIO;POLYFLAME;864; /;En cours de livraison;2026-02-03 00:00:00;7;Envoyé;10110027;LAG HERITAGE COUTEAU PLIANT ARABESQUE POLYFLAME;1000.0;2.88;2880;2880;;2880;100.0;0.030477600000000004;0.30477600000000005;0.30477600000000005;Conforme;Aucune;Validé;Conforme;2025-12-16 00:00:00;OK 4947566.00-59;Aucune;Aucune;2025-11-30 00:00:00;12;2026-02-02 00:00:00;2026-03-04 00:00:00;2026-03-15 00:00:00;POLYFLAME;CLSE26020001;ECMU5241733;2026W-TA0200031;CMA CGM JACQUES SAADE;COSMOS;
TB CHINA;2025-08-12;25069;163705.0;2508111444;HONGXING; /;Aucun;Emmanuelle;Livrée le 13/02/2026;2025-12-23 00:00:00;6;Aucun;31930012;COUTEAU DARK WOOD CARREFOUR HOME;7440.0;0.268;1993.92;26164.079999999998;;26164.079999999998;240.0;0.032339999999999994;1.0025399999999998;3.0478169999999998;Conforme;Aucune;Validé;Conforme;2025-10-23 00:00:00;OK 4946165.00-5;;;2025-10-10 00:00:00;63;2025-12-12 00:00:00;2026-02-07 00:00:00;2026-02-13 07:00:00;POMMIER;SZSE2513528;BEAU4091177;20251204-4;CMA CGM SCANDOLA;QUALITAIRSEA;
TB CHINA;2025-08-12;25069;163705.0;2508111444;HONGXING; /;Aucun;Emmanuelle;Livrée le 13/02/2026;2025-12-23 00:00:00;6;Aucun;31930013;FOURCHETTE DARK WOOD CARREFOUR HOME;7440.0;0.221;1644.24;26164.079999999998;;26164.079999999998;240.0;0.029792;0.9235519999999999;3.0478169999999998;Conforme;Aucune;Validé;Conforme;2025-10-23 00:00:00;OK 4946165.00-6;Conforme;Aucune;2025-10-10 00:00:00;63;2025-12-12 00:00:00;2026-02-07 00:00:00;2026-02-13 07:00:00;POMMIER;SZSE2513528;BEAU4091177;20251204-4;CMA CGM SCANDOLA;QUALITAIRSEA;
TB CHINA;2025-08-12;25069;163705.0;2508111444;HONGXING; /;Aucun;Emmanuelle;Livrée le 13/02/2026;2025-12-23 00:00:00;6;Aucun;31930014;CUILLERE DARK WOOD CARREFOUR HOME;4080.0;0.24;979.1999999999999;26164.079999999998;;26164.079999999998;240.0;0.0308;0.5236000000000001;3.0478169999999998;Conforme;Aucune;Validé;Conforme;2025-10-23 00:00:00;OK 4946165.00-7;Conforme;Aucune;2025-10-10 00:00:00;63;2025-12-12 00:00:00;2026-02-07 00:00:00;2026-02-13 07:00:00;POMMIER;SZSE2513528;BEAU4091177;20251204-4;CMA CGM SCANDOLA;QUALITAIRSEA;
TB CHINA;2025-08-12;25069;163705.0;2508111444;HONGXING; /;Aucun;Emmanuelle;Livrée le 13/02/2026;2025-12-23 00:00:00;6;Aucun;31930015;CAFE DARK WOOD CARREFOUR HOME;6960.0;0.192;1336.32;26164.079999999998;;26164.079999999998;240.0;0.020625;0.598125;3.0478169999999998;Conforme;Aucune;Validé;Conforme;2025-10-23 00:00:00;OK 4946165.00-8;Conforme;Aucune;2025-10-10 00:00:00;63;2025-12-12 00:00:00;2026-02-07 00:00:00;2026-02-13 07:00:00;POMMIER;SZSE2513528;BEAU4091177;20251204-4;CMA CGM SCANDOLA;QUALITAIRSEA;
TB CHINA;2025-08-12;25069;163705.0;2508111444;HONGXING; /;Aucun;Réunion OP;Livrée le 16/02/2026;2026-01-19 00:00:00;6;Envoyé;31930011;M24 DARK WOOD EN BOITE CARREFOUR HOME;3600.0;5.614;20210.399999999998;26164.079999999998;;26164.079999999998;3.0;0.0;0.0;3.0478169999999998;Conforme;Aucune;Validé;Conforme;2025-11-06 00:00:00;OK 4946165.00-37;Conforme;Aucune;2025-10-10 00:00:00;63;2025-12-12 00:00:00;2026-02-07 00:00:00;2026-02-16 08:00:00;POMMIER;SZSE2513336;SGRU2236795;20251204-5A;CMA CGM SCANDOLA;QUALITAIRSEA;
DIRECT;2025-08-12;Pas de MEN;163764.0;2508121435;SURPASS; /;Aucun; /;Livrée le 09/01/2026;2025-12-02 00:00:00;4;Envoyé;10010152;EPLUCHEUR CERAMIQUE SIPLEC10300667 LAME BLANCHE BLISTER PEGB;40014.0;0.369;14765.166;31858.83;;31858.83;18.0;0.014325999999999998;31.846697999999996;43.588584;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2025-10-10 00:00:00;36;2025-11-15 00:00:00;2025-12-27 00:00:00;2026-01-09 07:00:00;POMMIER;SZSE2512124;SEGU4602828;25071401+25081301+25082602;CMA CGM UNITY;QUALITAIRSEA;
DIRECT;2025-08-12;Pas de MEN;163764.0;2508121435;SURPASS; /;Aucun; /;Livrée le 09/01/2026;2025-12-02 00:00:00;4;Envoyé;10010153;OFFICE CERAMIQUE SIPLEC10300664 LAME BLANCHE BLISTER PEGB;20016.0;0.854;17093.664;31858.83;;31858.83;18.0;0.010559249999999997;11.741885999999997;43.588584;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2025-10-10 00:00:00;36;2025-11-15 00:00:00;2025-12-27 00:00:00;2026-01-09 07:00:00;POMMIER;SZSE2512124;SEGU4602828;25071401+25081301+25082602;CMA CGM UNITY;QUALITAIRSEA;
TB CHINA;2025-08-13;25071;163811.0;2508131040;HIAMEA; /;Aucun; /;Livrée le 02/02/2026;2026-01-27 00:00:00;5;Envoyé;ACCE0610003;PIERRE A AIGUISER BOITE HOMESIDE SIPLEC;20040.0;0.413;8276.52;8276.52;200.0;8476.52;60.0;0.018;6.012;6.012;Aucune;Aucune;Validé;Conforme;2025-11-19 00:00:00;OK 4947566.00-5;;;2025-10-10 00:00:00;63;2025-12-12 00:00:00;2026-01-24 00:00:00;2026-02-02 08:00:00;POMMIER;SZSE2513232;TCNU3339544;CIAYVL25120201;CMA CGM SCANDOLA;QUALITAIRSEA;
TB CHINA;2025-09-15;25078;163973.0;2508191650;DIAMOND TRACK;Appro 250818;Aucun; /;Livrée le 04/02/2026;2026-01-26 00:00:00;4;Aucun;447810;CUILLERE A GLACE ACIDULE COUL PANACHE SACHET+GENCOD;2448.0;0.955;2337.8399999999997;4118.976;;4118.976;144.0;0.017784;0.30232800000000004;0.47242800000000007;Conforme;Non reçu;Validé;Non reçu;2025-12-02 00:00:00;OK 4947566.00-22;;;2025-11-25 00:00:00;24;2025-12-19 00:00:00;2026-01-30 00:00:00;2026-02-04 08:00:00;POMMIER;SZSE2513797;SGRU2234719;2025H1119;CMA CGM KIMBERLEY;QUALITAIRSEA;
TB CHINA;2025-09-15;25078;163973.0;2508191650;DIAMOND TRACK;Appro 250818;Aucun; /;Livrée le 04/02/2026;2026-01-26 00:00:00;4;Aucun;447830;ZESTEUR ACIDULE COUL PANACHE SACHET+GENCOD;3024.0;0.589;1781.136;4118.976;;4118.976;144.0;0.0081;0.1701;0.47242800000000007;Conforme;Non reçu;Validé;Non reçu;2025-12-02 00:00:00;OK 4947566.00-23;;;2025-11-25 00:00:00;24;2025-12-19 00:00:00;2026-01-30 00:00:00;2026-02-04 08:00:00;POMMIER;SZSE2513797;SGRU2234719;2025H1119;CMA CGM KIMBERLEY;QUALITAIRSEA;
DIRECT;2025-08-25;Pas de MEN;163974.0;2508191656;SURPASS;Appro 250818;Aucun; /;Livrée le 09/01/2026;2025-12-02 00:00:00;4;Envoyé;441821;COFFRET CERAMIQUE CUISINE 125MM LAME BLANCHE;6012.0;1.542;9270.504;9270.504;;9270.504;18.0;0.026825;8.95955;8.95955;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2025-10-30 00:00:00;16;2025-11-15 00:00:00;2025-12-27 00:00:00;2026-01-09 07:00:00;POMMIER;SZSE2512124;SEGU4602828;25071401+25081301+25082602;CMA CGM UNITY;QUALITAIRSEA;
TB CHINA;2025-10-07;25099;163975.0;2508191700;HONGXING;Appro 250818;Aucun; /;Livrée le 17/03/2026;2026-02-03 00:00:00;5;Aucun;30170025;FOURCHETTE LAG DUO NOIR+ GENCOD;3840.0;0.318;1221.1200000000001;42403.920000000006;;42403.920000000006;240.0;0.028940625;0.46305;23.608576875;Conforme;Aucune;Validé;Conforme;2025-12-11 00:00:00;OK 4947566.00-41;;;2025-12-25 00:00:00;10;2026-01-04 00:00:00;2026-02-28 00:00:00;2026-03-17 12:45:00;POMMIER;SZSE2600298;BMOU3185337;20251227-2A;ZEPHYR LUMOS;QUALITAIRSEA;
TB CHINA;2025-10-07;25099;163975.0;2508191700;HONGXING;Appro 250818;Aucun; /;Livrée le 17/03/2026;2026-02-03 00:00:00;5;Aucun;30170037;COUTEAU LAG DUO BLANC + GENCOD;6000.0;0.331;1986;42403.920000000006;;42403.920000000006;240.0;0.030485;0.762125;23.608576875;Conforme;Aucune;Validé;Conforme;2025-12-12 00:00:00;OK 4947566.00-43;;;2025-12-25 00:00:00;10;2026-01-04 00:00:00;2026-02-28 00:00:00;2026-03-17 12:45:00;POMMIER;SZSE2600298;BMOU3185337;20251227-2A;ZEPHYR LUMOS;QUALITAIRSEA;
TB CHINA;2025-10-07;25099;163975.0;2508191700;HONGXING;Appro 250818;Aucun; /;Livrée le 17/03/2026;2026-02-03 00:00:00;5;Aucun;30170038;FOURCHETTE LAG DUO BLANC + GENCOD;4080.0;0.318;1297.44;42403.920000000006;;42403.920000000006;240.0;0.028940625;0.491990625;23.608576875;Conforme;Aucune;Validé;Conforme;2025-12-12 00:00:00;OK 4947566.00-44;;;2025-12-25 00:00:00;10;2026-01-04 00:00:00;2026-02-28 00:00:00;2026-03-17 12:45:00;POMMIER;SZSE2600298;BMOU3185337;20251227-2A;ZEPHYR LUMOS;QUALITAIRSEA;
TB CHINA;2025-10-07;25099;163975.0;2508191700;HONGXING;Appro 250818;Aucun; /;Livrée le 17/03/2026;2026-02-03 00:00:00;5;Aucun;30170040;CAFE LAG DUO BLANC + GENCOD;5520.0;0.248;1368.96;42403.920000000006;;42403.920000000006;240.0;0.020645625;0.474849375;23.608576875;Conforme;Aucune;Validé;Conforme;2025-12-11 00:00:00;OK 4947566.00-42;;;2025-12-25 00:00:00;10;2026-01-04 00:00:00;2026-02-28 00:00:00;2026-03-17 12:45:00;POMMIER;SZSE2600298;BMOU3185337;20251227-2A;ZEPHYR LUMOS;QUALITAIRSEA;
